index_col;age;job;education;default;contact;month;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y;M1;M2;KNeighbors;Quadratic;MLPClass;AdaBoost;forest;naive_by;prediction;compareOrigin
1871;59;1;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
40290;23;1;3;0;0;7;1;999;0;2;-1.7;94.215;-40.3;0.899;4991.6;0;0;1;1;1;1;1;0;1;5;No-Yes
28909;54;3;3;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;1;1;1;1;0;1;5;No-Yes
24468;42;1;4;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;1;0;1;1;1;0;0;0;3;No-Yes
28686;24;5;4;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.41;5099.1;0;0;1;1;1;1;1;0;1;5;No-Yes
18522;44;10;4;0;0;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.968;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
21215;34;1;4;0;1;8;4;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
34513;28;2;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;1;0;1;0;1;0;1;1;4;No-Yes
33972;29;2;3;0;1;5;3;999;1;1;-1.8;92.89299999999999;-46.2;1.281;5099.1;1;1;0;0;0;1;0;0;1;2;Yes-Yes
14198;40;2;2;2;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
18718;41;2;2;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.968;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
3993;50;8;2;0;0;5;4;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
33525;36;2;4;0;1;5;2;999;1;1;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;0;1;1;0;1;0;0;1;3;No-Yes
36722;36;10;4;0;1;6;2;3;1;3;-2.9;92.963;-40.8;1.268;5076.2;1;0;1;1;1;1;1;1;1;6;Yes-Yes
10793;51;2;2;2;0;6;2;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
21461;31;10;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;0;1;0;0;1;0;0;0;1;No-Yes
5701;57;1;4;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
27080;31;2;2;0;1;11;2;999;1;1;-0.1;93.2;-42.0;4.021;5195.8;0;1;0;0;0;1;0;0;1;2;No-Yes
35824;53;2;4;0;1;5;6;999;0;2;-1.8;92.89299999999999;-46.2;1.244;5099.1;0;1;0;1;0;1;0;0;0;2;No-Yes
18070;30;1;3;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
3631;57;5;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
17040;35;1;3;0;1;7;12;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
30902;31;8;3;0;1;5;3;999;1;1;-1.8;92.89299999999999;-46.2;1.344;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
40877;22;7;4;0;1;10;1;999;0;2;-1.1;94.601;-49.5;0.9590000000000001;4963.6;1;0;1;1;1;1;1;1;1;6;Yes-Yes
23098;37;10;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
22415;33;1;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;1;0;0;0;1;0;2;No-Yes
38938;28;10;4;0;1;11;2;6;1;3;-3.4;92.649;-30.1;0.716;5017.5;1;0;1;1;1;1;1;1;1;6;Yes-Yes
6792;52;1;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
28442;26;11;4;0;1;4;3;999;0;2;-1.8;93.075;-47.1;1.423;5099.1;0;0;1;1;1;1;1;1;1;6;No-Yes
4087;33;8;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;0;1;1;0;0;0;0;0;1;No-Yes
31705;38;1;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.327;5099.1;1;1;0;0;0;1;0;0;1;2;Yes-Yes
25701;35;8;4;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;0;0;1;0;0;0;1;No-Yes
25704;44;1;4;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;1;0;0;0;1;No-Yes
13515;25;2;3;0;0;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
37935;71;6;2;0;0;9;1;999;0;2;-3.4;92.37899999999999;-29.8;0.809;5017.5;0;1;0;1;1;1;1;0;1;5;No-Yes
20117;32;10;3;0;1;8;5;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
21166;43;5;4;0;1;8;5;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
33267;26;8;3;0;0;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
17034;59;11;2;2;1;7;9;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;1;1;0;1;0;0;0;0;0;1;Yes-Yes
19735;51;1;4;0;1;8;6;999;0;2;1.4;93.444;-36.1;4.968;5228.1;0;0;0;1;0;0;0;0;0;1;No-Yes
31097;50;8;3;0;1;5;5;999;1;1;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;0;0;0;0;1;0;0;1;2;No-Yes
18849;30;1;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.97;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
38323;25;1;4;0;1;10;1;999;1;1;-3.4;92.431;-26.9;0.7390000000000001;5017.5;1;0;1;1;1;1;1;1;1;6;Yes-Yes
36624;34;10;4;0;1;6;1;999;0;2;-2.9;92.963;-40.8;1.26;5076.2;0;1;0;1;1;1;1;1;1;6;No-Yes
27413;52;5;4;0;1;11;2;999;0;2;-0.1;93.2;-42.0;4.021;5195.8;0;0;0;0;0;1;0;0;0;1;No-Yes
27230;57;5;4;0;0;11;1;999;0;2;-0.1;93.2;-42.0;4.021;5195.8;0;1;0;1;0;1;0;0;0;2;No-Yes
19673;50;2;3;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.968;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
25259;45;11;4;0;1;11;2;999;0;2;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;0;1;1;0;1;0;0;0;2;No-Yes
28343;25;11;4;0;1;4;3;999;0;2;-1.8;93.075;-47.1;1.445;5099.1;0;0;1;1;1;1;1;0;1;5;No-Yes
28496;45;2;3;2;1;4;5;999;0;2;-1.8;93.075;-47.1;1.423;5099.1;0;1;0;0;0;1;0;0;0;1;No-Yes
37641;65;4;2;0;1;8;1;999;0;2;-2.9;92.20100000000001;-31.4;0.8590000000000001;5076.2;0;0;0;1;1;1;1;1;1;6;No-Yes
8659;50;1;3;2;0;6;1;999;0;2;1.4;94.465;-41.8;4.864;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
33148;28;1;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;0;1;1;1;1;0;0;1;4;No-Yes
20471;48;2;3;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.966;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
35365;43;1;3;0;1;5;2;999;1;1;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
5697;57;5;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
20919;34;10;4;0;0;8;1;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;1;1;0;0;0;0;0;1;No-Yes
38108;56;11;4;0;1;9;1;999;2;1;-3.4;92.37899999999999;-29.8;0.762;5017.5;0;1;0;1;1;1;1;0;1;5;No-Yes
25655;45;5;3;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;1;0;1;0;0;0;2;No-Yes
36036;55;3;4;0;1;5;2;999;0;2;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;1;0;0;1;1;0;0;1;3;No-Yes
19159;52;10;4;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.968;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
32825;39;2;3;0;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;0;1;1;0;1;0;0;1;3;No-Yes
36212;23;9;3;0;1;5;2;999;0;2;-1.8;92.89299999999999;-46.2;1.27;5099.1;0;0;1;1;1;1;0;1;1;5;No-Yes
2851;41;3;2;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.859;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
33042;34;1;4;0;1;5;2;999;1;1;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
41039;33;1;4;0;1;10;5;999;0;2;-1.1;94.601;-49.5;1.032;4963.6;1;0;1;1;1;1;1;0;1;5;Yes-Yes
22578;31;10;4;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
36594;54;1;4;0;1;6;1;999;0;2;-2.9;92.963;-40.8;1.26;5076.2;0;1;0;1;1;1;1;0;1;5;No-Yes
28508;46;10;4;0;1;4;1;999;0;2;-1.8;93.075;-47.1;1.423;5099.1;1;1;0;1;1;1;1;0;1;5;Yes-Yes
2053;51;2;2;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
38993;43;1;3;0;1;12;2;8;2;1;-3.0;92.713;-33.0;0.7170000000000001;5023.5;1;1;0;1;1;1;1;1;1;6;Yes-Yes
36983;29;1;3;0;1;7;1;999;0;2;-2.9;92.469;-33.6;1.0590000000000002;5076.2;1;0;1;1;1;1;1;1;1;6;Yes-Yes
19084;40;10;4;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.968;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
33561;54;2;2;0;0;5;6;999;1;1;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;1;0;1;0;1;0;0;1;3;No-Yes
5145;45;11;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
10752;41;5;2;0;0;6;2;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
34891;31;1;4;0;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;0;1;0;0;1;0;0;1;2;No-Yes
1781;27;3;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
38085;66;1;4;0;1;9;1;999;0;2;-3.4;92.37899999999999;-29.8;0.77;5017.5;0;1;0;1;1;1;1;0;1;5;No-Yes
8281;42;10;4;2;0;6;1;999;0;2;1.4;94.465;-41.8;4.864;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
10280;45;1;3;2;0;6;4;999;0;2;1.4;94.465;-41.8;4.96;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
9899;33;1;4;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
198;40;1;3;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
26141;36;1;4;0;1;11;5;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;0;1;0;0;1;0;0;0;1;No-Yes
40951;70;6;4;0;1;10;1;6;3;3;-1.1;94.601;-49.5;0.987;4963.6;1;1;0;1;1;1;1;1;1;6;Yes-Yes
5550;33;2;3;2;0;5;11;999;0;2;1.1;93.994;-36.4;4.857;5191.0;1;0;1;0;0;0;0;0;0;0;Yes-No
30936;38;2;2;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.344;5099.1;1;1;0;1;0;1;0;0;1;3;Yes-Yes
9761;33;2;3;0;0;6;2;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
2500;40;2;3;0;0;5;4;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;0;1;1;0;0;0;0;0;1;No-Yes
12430;51;5;2;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
7452;43;2;2;2;0;5;1;999;0;2;1.1;93.994;-36.4;4.864;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
23477;41;1;4;2;1;8;11;999;0;2;1.4;93.444;-36.1;4.962;5228.1;1;1;0;0;0;0;0;0;0;0;Yes-No
1951;31;1;4;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
20985;59;6;2;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
38659;37;3;3;0;1;11;4;999;1;1;-3.4;92.649;-30.1;0.7190000000000001;5017.5;0;0;0;0;1;1;0;0;1;3;No-Yes
636;36;1;4;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
1375;43;1;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
38382;54;4;4;0;0;10;2;999;0;2;-3.4;92.431;-26.9;0.7390000000000001;5017.5;0;1;0;0;1;1;1;0;1;4;No-Yes
15933;29;1;3;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
30869;58;8;3;2;1;5;4;999;2;1;-1.8;92.89299999999999;-46.2;1.344;5099.1;0;0;0;0;1;1;0;0;1;3;No-Yes
25383;58;2;3;0;1;11;1;999;1;1;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;1;0;0;1;1;0;1;1;4;No-Yes
20659;29;10;4;0;1;8;3;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
28828;41;2;2;0;1;4;2;999;0;2;-1.8;93.075;-47.1;1.41;5099.1;0;0;0;0;0;1;0;0;1;2;No-Yes
36149;20;9;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.27;5099.1;0;0;1;1;1;1;0;0;1;4;No-Yes
25741;33;11;3;0;0;11;1;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;1;1;1;0;0;0;3;No-Yes
14448;23;2;3;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
21364;43;7;4;2;1;8;3;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
21608;41;2;3;0;1;8;1;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;0;0;0;0;1;0;0;0;1;No-Yes
7805;30;1;4;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.865;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
5481;37;1;3;2;0;5;5;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
6537;33;1;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
10986;34;2;3;0;0;6;6;999;0;2;1.4;94.465;-41.8;4.962;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
24597;51;1;3;0;1;11;2;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;1;0;0;1;1;0;0;0;2;No-Yes
15214;29;11;4;0;1;7;3;999;0;2;1.4;93.91799999999999;-42.7;4.958;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
7236;59;2;3;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
3894;53;10;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
1377;36;1;3;0;0;5;2;999;0;2;1.1;93.994;-36.4;4.855;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
4709;52;5;4;0;0;5;10;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
26786;29;8;3;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;1;0;1;0;1;0;1;0;3;No-Yes
6344;39;1;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
3219;39;2;3;0;0;5;23;999;0;2;1.1;93.994;-36.4;4.86;5191.0;1;1;0;0;0;0;0;0;0;0;Yes-No
39258;26;9;3;0;1;3;1;6;3;3;-1.8;93.369;-34.8;0.649;5008.7;1;0;1;1;1;1;1;1;1;6;Yes-Yes
5832;32;10;4;0;0;5;3;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
25140;35;2;2;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.1530000000000005;5195.8;0;1;0;0;0;1;0;0;0;1;No-Yes
31153;43;2;2;2;1;5;1;999;2;1;-1.8;92.89299999999999;-46.2;1.334;5099.1;0;1;0;0;1;1;0;0;1;3;No-Yes
11696;58;6;2;0;0;6;2;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
38836;25;9;3;0;1;11;3;999;0;2;-3.4;92.649;-30.1;0.7140000000000001;5017.5;0;0;1;1;1;1;1;1;1;6;No-Yes
15577;29;1;4;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.957;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
24633;53;2;2;2;1;11;4;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;1;0;0;0;0;0;0;0;0;No-No
5604;24;1;3;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
12209;49;10;3;0;0;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.956;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
21139;52;4;2;2;1;8;2;999;0;2;1.4;93.444;-36.1;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
832;28;9;3;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.856;5191.0;1;0;1;0;0;0;0;0;0;0;Yes-No
17825;54;11;3;2;0;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
40737;45;1;4;0;0;9;1;999;0;2;-1.1;94.199;-37.5;0.8759999999999999;4963.6;0;0;0;1;1;1;1;0;1;5;No-Yes
23008;60;5;4;2;1;8;14;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
30655;58;8;3;2;1;5;6;999;0;2;-1.8;92.89299999999999;-46.2;1.344;5099.1;0;0;0;1;0;1;0;0;0;2;No-Yes
25570;56;7;4;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.12;5195.8;0;1;0;1;0;1;0;0;0;2;No-Yes
7388;26;1;3;2;0;5;6;999;0;2;1.1;93.994;-36.4;4.864;5191.0;0;1;0;1;0;0;0;0;0;1;No-Yes
12403;35;8;4;2;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
8885;56;10;4;2;0;6;2;999;0;2;1.4;94.465;-41.8;4.8660000000000005;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
32204;49;2;2;0;1;5;1;999;1;1;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
22467;35;10;3;2;1;8;1;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;1;1;0;0;0;1;0;2;No-Yes
16553;36;2;3;2;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.963;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
5553;39;3;2;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
34485;31;2;2;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.266;5099.1;0;1;0;1;0;1;0;1;1;4;No-Yes
30636;49;1;4;0;1;5;5;999;0;2;-1.8;92.89299999999999;-46.2;1.354;5099.1;0;0;0;0;0;1;0;0;1;2;No-Yes
2651;46;2;2;2;0;5;3;999;0;2;1.1;93.994;-36.4;4.856;5191.0;0;0;0;0;0;0;0;0;0;0;No-No
38676;73;6;4;0;1;11;7;999;0;2;-3.4;92.649;-30.1;0.716;5017.5;1;1;0;1;1;1;1;1;1;6;Yes-Yes
32172;38;2;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
33967;34;1;4;0;1;5;2;999;0;2;-1.8;92.89299999999999;-46.2;1.281;5099.1;0;1;0;1;1;1;0;0;1;4;No-Yes
17638;57;1;4;2;1;7;24;999;0;2;1.4;93.91799999999999;-42.7;4.962;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
35171;44;5;4;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;1;0;1;0;1;0;1;1;4;No-Yes
29250;38;8;3;0;1;4;2;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;0;1;1;1;0;1;4;No-Yes
23419;29;10;4;0;1;8;10;999;0;2;1.4;93.444;-36.1;4.9639999999999995;5228.1;0;0;1;0;0;0;0;0;0;0;No-No
29600;48;8;3;0;1;4;5;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;1;0;1;1;1;1;5;No-Yes
26965;30;10;4;0;1;11;2;999;0;2;-0.1;93.2;-42.0;4.0760000000000005;5195.8;0;0;1;1;0;1;0;0;0;2;No-Yes
7130;34;5;4;2;0;5;5;999;0;2;1.1;93.994;-36.4;4.86;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
11480;34;1;3;0;0;6;4;999;0;2;1.4;94.465;-41.8;4.959;5228.1;0;0;0;1;0;0;0;0;0;1;No-Yes
12619;25;1;3;0;1;7;1;999;0;2;1.4;93.91799999999999;-42.7;4.96;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
27523;53;1;3;0;0;11;2;999;0;2;-0.1;93.2;-42.0;4.021;5195.8;0;0;0;0;0;1;0;0;0;1;No-Yes
24386;50;2;3;0;1;11;1;999;1;1;-0.1;93.2;-42.0;4.191;5195.8;0;1;0;0;0;1;0;0;1;2;No-Yes
23525;36;1;4;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.962;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
24671;31;8;3;0;0;11;2;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;0;0;1;0;1;0;0;0;2;No-Yes
33678;23;9;3;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.281;5099.1;0;0;1;1;1;1;0;0;1;4;No-Yes
20816;45;2;3;2;1;8;2;999;0;2;1.4;93.444;-36.1;4.965;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
5201;48;8;3;2;0;5;2;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;0;0;0;0;0;0;0;No-No
29096;55;8;3;2;1;4;7;999;1;1;-1.8;93.075;-47.1;1.405;5099.1;0;1;0;1;0;1;0;0;0;2;No-Yes
33431;25;10;4;0;1;5;1;12;1;3;-1.8;92.89299999999999;-46.2;1.291;5099.1;0;1;0;1;1;1;1;0;1;5;No-Yes
40873;32;1;3;0;0;10;1;999;0;2;-1.1;94.601;-49.5;0.9590000000000001;4963.6;0;1;0;1;1;1;1;0;1;5;No-Yes
8078;29;3;4;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.865;5228.1;0;1;0;1;0;0;0;0;0;1;No-Yes
5231;27;10;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.857;5191.0;0;0;1;1;0;0;0;0;0;1;No-Yes
20466;54;1;3;0;1;8;2;999;0;2;1.4;93.444;-36.1;4.966;5228.1;0;1;0;0;0;1;0;0;0;1;No-Yes
29934;31;1;4;0;1;4;6;999;0;2;-1.8;93.075;-47.1;1.405;5099.1;0;0;1;0;0;1;1;0;0;2;No-Yes
4676;32;10;4;0;0;5;1;999;0;2;1.1;93.994;-36.4;4.8580000000000005;5191.0;0;1;0;0;0;0;0;0;0;0;No-No
35090;41;5;4;0;1;5;1;999;0;2;-1.8;92.89299999999999;-46.2;1.25;5099.1;0;1;0;0;0;1;0;0;1;2;No-Yes
30471;36;11;4;0;1;5;4;999;0;2;-1.8;92.89299999999999;-46.2;1.354;5099.1;1;0;1;0;0;1;0;0;1;2;Yes-Yes
14571;34;1;4;0;1;7;2;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;1;1;0;0;0;0;0;1;No-Yes
39570;52;1;4;0;1;5;1;3;2;3;-1.8;93.876;-40.0;0.6679999999999999;5008.7;0;1;0;1;1;1;1;1;1;6;No-Yes
8815;26;2;3;2;0;6;2;999;0;2;1.4;94.465;-41.8;4.8660000000000005;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
27740;38;10;4;0;1;3;1;999;0;2;-1.8;92.84299999999999;-50.0;1.757;5099.1;0;1;0;1;1;1;1;1;1;6;No-Yes
19841;36;10;4;2;1;8;1;999;0;2;1.4;93.444;-36.1;4.966;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
24334;36;3;3;0;1;11;1;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;1;0;0;0;1;0;0;0;1;No-Yes
11972;32;2;3;0;0;6;1;999;0;2;1.4;94.465;-41.8;4.958;5228.1;0;0;1;1;0;0;0;0;0;1;No-Yes
14488;36;7;4;2;1;7;4;999;0;2;1.4;93.91799999999999;-42.7;4.961;5228.1;0;0;0;0;0;0;0;0;0;0;No-No
37922;32;1;4;0;1;9;1;999;1;1;-3.4;92.37899999999999;-29.8;0.809;5017.5;1;1;0;1;1;1;1;1;1;6;Yes-Yes
11208;42;8;3;2;0;6;1;999;0;2;1.4;94.465;-41.8;4.961;5228.1;0;1;0;0;0;0;0;0;0;0;No-No
10125;40;2;2;0;0;6;2;999;0;2;1.4;94.465;-41.8;4.958;5228.1;0;0;1;1;0;0;0;0;0;1;No-Yes
24534;52;8;3;2;1;11;1;999;0;2;-0.1;93.2;-42.0;4.191;5195.8;0;0;0;1;0;1;0;0;0;2;No-Yes
