Index,ScoredDescionForest,Index (2),scoredLogistic,Index (3),ScoredBayes,Index (2) (2),scoredLocally,Index (4),Scored_Descion,Index (2) (3),Scored Labels,Index (5),D_y,ScoredAverage,prediction,failed,D_y_str,predictionStr,result
9771,0,9771,0,9771,0,9771,0,9771,0,9771,0,9771,0,0,0,0,No,No,No-No
4325,0,4325,1,4325,0,4325,0,4325,0,4325,0,4325,0,0,1,0,No,Yes,No-Yes
17551,0,17551,0,17551,0,17551,0,17551,0,17551,0,17551,0,0,0,0,No,No,No-No
19941,0,19941,0,19941,0,19941,0,19941,0,19941,0,19941,0,0,0,0,No,No,No-No
30590,0,30590,1,30590,1,30590,1,30590,0,30590,0,30590,0,0,1,0,No,Yes,No-Yes
4151,0,4151,0,4151,0,4151,0,4151,0,4151,0,4151,0,0,0,0,No,No,No-No
20535,0,20535,0,20535,0,20535,0,20535,0,20535,0,20535,0,0,0,0,No,No,No-No
14054,0,14054,0,14054,0,14054,0,14054,0,14054,0,14054,0,1,1,0,No,Yes,No-Yes
7118,0,7118,0,7118,0,7118,0,7118,0,7118,0,7118,0,0,0,0,No,No,No-No
34680,0,34680,0,34680,1,34680,1,34680,0,34680,0,34680,0,1,1,0,No,Yes,No-Yes
31072,0,31072,1,31072,1,31072,1,31072,0,31072,1,31072,0,0,1,0,No,Yes,No-Yes
8073,0,8073,0,8073,0,8073,0,8073,0,8073,0,8073,0,0,0,0,No,No,No-No
26025,1,26025,1,26025,1,26025,1,26025,1,26025,1,26025,0,1,1,0,No,Yes,No-Yes
337,0,337,0,337,0,337,0,337,0,337,0,337,0,0,0,0,No,No,No-No
6645,0,6645,1,6645,0,6645,0,6645,0,6645,0,6645,0,0,1,0,No,Yes,No-Yes
26470,1,26470,1,26470,1,26470,0,26470,1,26470,1,26470,1,1,1,0,Yes,Yes,Yes-Yes
20452,0,20452,0,20452,0,20452,0,20452,0,20452,0,20452,0,1,1,0,No,Yes,No-Yes
20681,0,20681,0,20681,0,20681,0,20681,0,20681,0,20681,0,0,0,0,No,No,No-No
31274,0,31274,0,31274,1,31274,0,31274,0,31274,0,31274,0,0,1,0,No,Yes,No-Yes
20155,0,20155,0,20155,0,20155,0,20155,0,20155,0,20155,0,0,0,0,No,No,No-No
3427,0,3427,0,3427,0,3427,0,3427,0,3427,0,3427,0,0,0,0,No,No,No-No
21013,0,21013,0,21013,0,21013,0,21013,0,21013,0,21013,0,0,0,0,No,No,No-No
32697,0,32697,0,32697,1,32697,1,32697,0,32697,0,32697,0,1,1,0,No,Yes,No-Yes
3104,0,3104,0,3104,0,3104,0,3104,0,3104,0,3104,0,0,0,0,No,No,No-No
31544,1,31544,1,31544,1,31544,1,31544,1,31544,0,31544,0,0,1,0,No,Yes,No-Yes
35818,0,35818,1,35818,1,35818,1,35818,0,35818,1,35818,1,1,1,0,Yes,Yes,Yes-Yes
11531,0,11531,0,11531,0,11531,0,11531,0,11531,0,11531,0,1,1,0,No,Yes,No-Yes
10544,0,10544,0,10544,0,10544,0,10544,0,10544,0,10544,0,0,0,0,No,No,No-No
35338,0,35338,1,35338,1,35338,1,35338,0,35338,0,35338,0,1,1,0,No,Yes,No-Yes
6311,0,6311,0,6311,0,6311,0,6311,0,6311,0,6311,0,0,0,0,No,No,No-No
35846,1,35846,1,35846,1,35846,1,35846,1,35846,1,35846,1,1,1,0,Yes,Yes,Yes-Yes
28093,0,28093,1,28093,1,28093,1,28093,0,28093,1,28093,0,1,1,0,No,Yes,No-Yes
29216,0,29216,0,29216,0,29216,0,29216,0,29216,0,29216,0,1,1,0,No,Yes,No-Yes
14386,0,14386,0,14386,0,14386,0,14386,0,14386,0,14386,0,1,1,0,No,Yes,No-Yes
21076,0,21076,0,21076,0,21076,0,21076,0,21076,0,21076,0,0,0,0,No,No,No-No
21824,0,21824,0,21824,0,21824,0,21824,0,21824,0,21824,0,1,1,0,No,Yes,No-Yes
37816,1,37816,1,37816,1,37816,1,37816,1,37816,1,37816,1,1,1,0,Yes,Yes,Yes-Yes
27962,1,27962,1,27962,1,27962,1,27962,1,27962,1,27962,0,1,1,0,No,Yes,No-Yes
14201,0,14201,1,14201,1,14201,1,14201,0,14201,1,14201,1,1,1,0,Yes,Yes,Yes-Yes
7278,0,7278,0,7278,0,7278,0,7278,0,7278,0,7278,0,0,0,0,No,No,No-No
17088,0,17088,0,17088,0,17088,1,17088,0,17088,0,17088,0,1,1,0,No,Yes,No-Yes
11860,0,11860,0,11860,0,11860,0,11860,0,11860,0,11860,0,0,0,0,No,No,No-No
16072,0,16072,0,16072,0,16072,0,16072,0,16072,0,16072,0,1,1,0,No,Yes,No-Yes
37880,1,37880,1,37880,1,37880,1,37880,1,37880,1,37880,1,1,1,0,Yes,Yes,Yes-Yes
766,0,766,0,766,0,766,0,766,0,766,0,766,0,0,0,0,No,No,No-No
32051,0,32051,0,32051,1,32051,0,32051,0,32051,0,32051,0,0,1,0,No,Yes,No-Yes
30790,0,30790,1,30790,1,30790,1,30790,0,30790,1,30790,0,0,1,0,No,Yes,No-Yes
7080,0,7080,0,7080,0,7080,0,7080,0,7080,0,7080,0,0,0,0,No,No,No-No
37598,1,37598,1,37598,1,37598,1,37598,1,37598,1,37598,0,1,1,0,No,Yes,No-Yes
20888,0,20888,0,20888,0,20888,0,20888,0,20888,0,20888,0,0,0,0,No,No,No-No
2226,0,2226,0,2226,0,2226,0,2226,0,2226,0,2226,0,0,0,0,No,No,No-No
22813,0,22813,0,22813,1,22813,0,22813,0,22813,0,22813,0,0,1,0,No,Yes,No-Yes
2835,0,2835,1,2835,1,2835,0,2835,0,2835,0,2835,0,0,1,0,No,Yes,No-Yes
25333,1,25333,0,25333,1,25333,0,25333,1,25333,0,25333,0,1,1,0,No,Yes,No-Yes
1257,0,1257,0,1257,0,1257,0,1257,0,1257,0,1257,0,0,0,0,No,No,No-No
22156,0,22156,0,22156,1,22156,1,22156,0,22156,0,22156,0,1,1,0,No,Yes,No-Yes
37699,1,37699,1,37699,0,37699,1,37699,1,37699,1,37699,0,1,1,0,No,Yes,No-Yes
32301,0,32301,1,32301,1,32301,1,32301,0,32301,1,32301,0,0,1,0,No,Yes,No-Yes
18483,0,18483,0,18483,0,18483,0,18483,0,18483,0,18483,0,0,0,0,No,No,No-No
11357,1,11357,0,11357,0,11357,1,11357,1,11357,0,11357,0,1,1,0,No,Yes,No-Yes
23318,0,23318,1,23318,1,23318,0,23318,0,23318,0,23318,0,0,1,0,No,Yes,No-Yes
25850,1,25850,1,25850,1,25850,1,25850,1,25850,1,25850,0,1,1,0,No,Yes,No-Yes
19452,0,19452,0,19452,0,19452,0,19452,0,19452,0,19452,0,1,1,0,No,Yes,No-Yes
16699,0,16699,0,16699,0,16699,0,16699,0,16699,0,16699,0,0,0,0,No,No,No-No
23359,0,23359,0,23359,1,23359,1,23359,0,23359,0,23359,0,0,1,0,No,Yes,No-Yes
31031,0,31031,0,31031,0,31031,0,31031,0,31031,0,31031,0,0,0,0,No,No,No-No
37414,1,37414,0,37414,1,37414,1,37414,1,37414,1,37414,0,1,1,0,No,Yes,No-Yes
31012,0,31012,1,31012,1,31012,1,31012,0,31012,0,31012,0,0,1,0,No,Yes,No-Yes
23203,0,23203,0,23203,1,23203,0,23203,0,23203,0,23203,0,1,1,0,No,Yes,No-Yes
11119,0,11119,0,11119,0,11119,0,11119,0,11119,0,11119,0,0,0,0,No,No,No-No
18102,0,18102,0,18102,0,18102,0,18102,0,18102,0,18102,0,1,1,0,No,Yes,No-Yes
14881,0,14881,0,14881,0,14881,0,14881,0,14881,0,14881,0,0,0,0,No,No,No-No
1557,1,1557,0,1557,0,1557,0,1557,1,1557,0,1557,0,0,1,0,No,Yes,No-Yes
29844,0,29844,1,29844,1,29844,1,29844,0,29844,0,29844,0,0,1,0,No,Yes,No-Yes
72,0,72,0,72,0,72,0,72,0,72,0,72,0,0,0,0,No,No,No-No
24736,0,24736,0,24736,1,24736,0,24736,0,24736,0,24736,1,0,1,0,Yes,Yes,Yes-Yes
18185,0,18185,0,18185,0,18185,0,18185,0,18185,0,18185,0,0,0,0,No,No,No-No
34021,1,34021,1,34021,1,34021,1,34021,1,34021,1,34021,1,1,1,0,Yes,Yes,Yes-Yes
29363,0,29363,0,29363,1,29363,0,29363,0,29363,0,29363,0,0,1,0,No,Yes,No-Yes
5333,0,5333,0,5333,0,5333,0,5333,0,5333,0,5333,0,0,0,0,No,No,No-No
15503,1,15503,0,15503,0,15503,0,15503,1,15503,1,15503,0,1,1,0,No,Yes,No-Yes
29131,0,29131,0,29131,1,29131,0,29131,0,29131,0,29131,0,1,1,0,No,Yes,No-Yes
5587,0,5587,0,5587,0,5587,0,5587,0,5587,0,5587,0,0,0,0,No,No,No-No
4833,0,4833,0,4833,0,4833,0,4833,0,4833,0,4833,0,0,0,0,No,No,No-No
4467,0,4467,0,4467,0,4467,0,4467,0,4467,0,4467,0,0,0,0,No,No,No-No
5947,1,5947,0,5947,0,5947,0,5947,1,5947,1,5947,0,0,1,0,No,Yes,No-Yes
20969,0,20969,0,20969,0,20969,0,20969,0,20969,0,20969,0,0,0,0,No,No,No-No
12713,0,12713,0,12713,0,12713,0,12713,0,12713,0,12713,0,1,1,0,No,Yes,No-Yes
26076,1,26076,1,26076,1,26076,1,26076,1,26076,1,26076,0,0,1,0,No,Yes,No-Yes
24814,0,24814,1,24814,1,24814,1,24814,0,24814,0,24814,0,0,1,0,No,Yes,No-Yes
13419,0,13419,0,13419,0,13419,1,13419,0,13419,1,13419,0,1,1,0,No,Yes,No-Yes
8718,0,8718,0,8718,0,8718,0,8718,0,8718,0,8718,0,0,0,0,No,No,No-No
37070,1,37070,1,37070,1,37070,1,37070,1,37070,1,37070,0,1,1,0,No,Yes,No-Yes
27768,0,27768,0,27768,1,27768,0,27768,0,27768,0,27768,0,0,1,0,No,Yes,No-Yes
28185,1,28185,1,28185,1,28185,1,28185,1,28185,1,28185,0,1,1,0,No,Yes,No-Yes
15094,0,15094,0,15094,0,15094,0,15094,0,15094,0,15094,0,0,0,0,No,No,No-No
17066,0,17066,0,17066,0,17066,0,17066,0,17066,0,17066,0,1,1,0,No,Yes,No-Yes
682,0,682,0,682,0,682,0,682,0,682,0,682,0,0,0,0,No,No,No-No
22609,0,22609,0,22609,0,22609,0,22609,0,22609,0,22609,0,0,0,0,No,No,No-No
21252,0,21252,0,21252,0,21252,0,21252,0,21252,0,21252,0,0,0,0,No,No,No-No
7191,0,7191,0,7191,0,7191,0,7191,0,7191,0,7191,0,0,0,0,No,No,No-No
28461,1,28461,1,28461,1,28461,1,28461,1,28461,1,28461,0,0,1,0,No,Yes,No-Yes
10327,0,10327,0,10327,0,10327,0,10327,0,10327,0,10327,0,0,0,0,No,No,No-No
34197,1,34197,1,34197,1,34197,1,34197,1,34197,1,34197,0,0,1,0,No,Yes,No-Yes
22692,0,22692,0,22692,1,22692,0,22692,0,22692,0,22692,0,0,1,0,No,Yes,No-Yes
1179,0,1179,0,1179,0,1179,0,1179,0,1179,0,1179,0,0,0,0,No,No,No-No
35924,1,35924,1,35924,1,35924,1,35924,1,35924,1,35924,1,1,1,0,Yes,Yes,Yes-Yes
15850,0,15850,0,15850,0,15850,0,15850,0,15850,0,15850,0,1,1,0,No,Yes,No-Yes
29100,0,29100,0,29100,1,29100,0,29100,0,29100,0,29100,0,1,1,0,No,Yes,No-Yes
24429,0,24429,0,24429,1,24429,0,24429,0,24429,0,24429,0,1,1,0,No,Yes,No-Yes
20145,0,20145,0,20145,0,20145,0,20145,0,20145,0,20145,0,0,0,0,No,No,No-No
28530,0,28530,1,28530,1,28530,1,28530,0,28530,0,28530,0,1,1,0,No,Yes,No-Yes
20620,0,20620,1,20620,1,20620,1,20620,0,20620,1,20620,0,1,1,0,No,Yes,No-Yes
25923,0,25923,0,25923,0,25923,0,25923,0,25923,0,25923,0,0,0,0,No,No,No-No
32684,1,32684,1,32684,1,32684,1,32684,1,32684,1,32684,0,1,1,0,No,Yes,No-Yes
8491,0,8491,0,8491,0,8491,0,8491,0,8491,1,8491,0,0,1,0,No,Yes,No-Yes
7836,0,7836,0,7836,0,7836,0,7836,0,7836,0,7836,0,0,0,0,No,No,No-No
7188,0,7188,0,7188,0,7188,0,7188,0,7188,0,7188,0,0,0,0,No,No,No-No
35402,0,35402,1,35402,1,35402,1,35402,0,35402,0,35402,0,1,1,0,No,Yes,No-Yes
9750,0,9750,0,9750,0,9750,0,9750,0,9750,0,9750,0,0,0,0,No,No,No-No
29710,1,29710,1,29710,1,29710,1,29710,1,29710,0,29710,0,1,1,0,No,Yes,No-Yes
27636,0,27636,0,27636,1,27636,0,27636,0,27636,0,27636,0,0,1,0,No,Yes,No-Yes
15463,0,15463,0,15463,0,15463,0,15463,0,15463,0,15463,0,1,1,0,No,Yes,No-Yes
25496,0,25496,0,25496,1,25496,1,25496,0,25496,0,25496,0,0,1,0,No,Yes,No-Yes
31593,0,31593,1,31593,1,31593,0,31593,0,31593,0,31593,0,0,1,0,No,Yes,No-Yes
18734,0,18734,0,18734,0,18734,0,18734,0,18734,0,18734,0,0,0,0,No,No,No-No
22714,0,22714,1,22714,1,22714,0,22714,0,22714,0,22714,0,0,1,0,No,Yes,No-Yes
29776,0,29776,1,29776,1,29776,0,29776,0,29776,0,29776,0,1,1,0,No,Yes,No-Yes
34188,1,34188,1,34188,1,34188,1,34188,1,34188,1,34188,1,1,1,0,Yes,Yes,Yes-Yes
16107,0,16107,1,16107,1,16107,1,16107,0,16107,0,16107,0,0,1,0,No,Yes,No-Yes
8292,0,8292,0,8292,0,8292,0,8292,0,8292,0,8292,0,0,0,0,No,No,No-No
10152,0,10152,0,10152,0,10152,0,10152,0,10152,0,10152,0,0,0,0,No,No,No-No
34815,0,34815,1,34815,1,34815,1,34815,0,34815,1,34815,0,1,1,0,No,Yes,No-Yes
31790,0,31790,0,31790,1,31790,0,31790,0,31790,0,31790,0,0,1,0,No,Yes,No-Yes
34233,0,34233,1,34233,1,34233,1,34233,0,34233,1,34233,1,1,1,0,Yes,Yes,Yes-Yes
29422,0,29422,0,29422,1,29422,0,29422,0,29422,0,29422,0,0,1,0,No,Yes,No-Yes
20480,0,20480,0,20480,0,20480,0,20480,0,20480,0,20480,0,0,0,0,No,No,No-No
17989,0,17989,0,17989,0,17989,0,17989,0,17989,0,17989,0,1,1,0,No,Yes,No-Yes
21447,0,21447,0,21447,0,21447,0,21447,0,21447,0,21447,0,0,0,0,No,No,No-No
24719,0,24719,0,24719,1,24719,0,24719,0,24719,0,24719,0,0,1,0,No,Yes,No-Yes
33608,0,33608,0,33608,1,33608,0,33608,0,33608,0,33608,0,0,1,0,No,Yes,No-Yes
13646,1,13646,0,13646,0,13646,0,13646,1,13646,1,13646,0,1,1,0,No,Yes,No-Yes
19289,0,19289,0,19289,0,19289,0,19289,0,19289,0,19289,0,1,1,0,No,Yes,No-Yes
26753,1,26753,0,26753,1,26753,1,26753,1,26753,0,26753,0,0,1,0,No,Yes,No-Yes
18967,1,18967,0,18967,0,18967,0,18967,1,18967,1,18967,0,0,1,0,No,Yes,No-Yes
2209,0,2209,0,2209,0,2209,0,2209,0,2209,0,2209,0,0,0,0,No,No,No-No
5813,0,5813,0,5813,0,5813,0,5813,0,5813,0,5813,0,0,0,0,No,No,No-No
13981,0,13981,1,13981,1,13981,1,13981,0,13981,1,13981,0,1,1,0,No,Yes,No-Yes
3185,0,3185,0,3185,0,3185,0,3185,0,3185,0,3185,0,0,0,0,No,No,No-No
22716,0,22716,1,22716,1,22716,0,22716,0,22716,1,22716,0,0,1,0,No,Yes,No-Yes
10293,1,10293,1,10293,1,10293,1,10293,1,10293,1,10293,0,0,1,0,No,Yes,No-Yes
36684,1,36684,1,36684,1,36684,1,36684,1,36684,1,36684,1,1,1,0,Yes,Yes,Yes-Yes
21667,0,21667,0,21667,0,21667,0,21667,0,21667,0,21667,0,0,0,0,No,No,No-No
4488,0,4488,0,4488,0,4488,0,4488,0,4488,0,4488,0,0,0,0,No,No,No-No
33014,0,33014,0,33014,1,33014,0,33014,0,33014,0,33014,0,0,1,0,No,Yes,No-Yes
4735,0,4735,0,4735,0,4735,0,4735,0,4735,0,4735,0,0,0,0,No,No,No-No
25143,1,25143,0,25143,0,25143,0,25143,1,25143,0,25143,0,0,1,0,No,Yes,No-Yes
28035,1,28035,1,28035,1,28035,1,28035,1,28035,1,28035,0,1,1,0,No,Yes,No-Yes
34274,0,34274,1,34274,1,34274,1,34274,0,34274,0,34274,0,1,1,0,No,Yes,No-Yes
15874,0,15874,0,15874,0,15874,0,15874,0,15874,0,15874,0,1,1,0,No,Yes,No-Yes
30199,0,30199,0,30199,1,30199,0,30199,0,30199,0,30199,0,0,1,0,No,Yes,No-Yes
3101,0,3101,0,3101,0,3101,0,3101,0,3101,0,3101,0,0,0,0,No,No,No-No
18347,0,18347,0,18347,1,18347,1,18347,0,18347,0,18347,0,1,1,0,No,Yes,No-Yes
6877,0,6877,1,6877,0,6877,0,6877,0,6877,0,6877,0,0,1,0,No,Yes,No-Yes
4647,0,4647,0,4647,0,4647,0,4647,0,4647,0,4647,0,0,0,0,No,No,No-No
4555,0,4555,0,4555,0,4555,0,4555,0,4555,0,4555,0,0,0,0,No,No,No-No
37586,1,37586,1,37586,1,37586,1,37586,1,37586,1,37586,1,1,1,0,Yes,Yes,Yes-Yes
19303,0,19303,0,19303,0,19303,0,19303,0,19303,0,19303,0,0,0,0,No,No,No-No
24257,0,24257,1,24257,1,24257,0,24257,0,24257,0,24257,0,0,1,0,No,Yes,No-Yes
10316,0,10316,0,10316,0,10316,0,10316,0,10316,1,10316,0,0,1,0,No,Yes,No-Yes
26864,0,26864,1,26864,1,26864,0,26864,0,26864,0,26864,0,1,1,0,No,Yes,No-Yes
33297,1,33297,1,33297,1,33297,0,33297,1,33297,0,33297,0,0,1,0,No,Yes,No-Yes
13590,0,13590,1,13590,1,13590,1,13590,0,13590,1,13590,0,1,1,0,No,Yes,No-Yes
2197,0,2197,0,2197,0,2197,0,2197,0,2197,0,2197,0,0,0,0,No,No,No-No
26957,0,26957,0,26957,0,26957,0,26957,0,26957,0,26957,0,1,1,0,No,Yes,No-Yes
36100,0,36100,1,36100,1,36100,1,36100,0,36100,0,36100,1,1,1,0,Yes,Yes,Yes-Yes
24297,0,24297,0,24297,0,24297,0,24297,0,24297,0,24297,0,0,0,0,No,No,No-No
35485,1,35485,1,35485,1,35485,1,35485,1,35485,1,35485,0,1,1,0,No,Yes,No-Yes
5575,0,5575,0,5575,0,5575,0,5575,0,5575,0,5575,0,0,0,0,No,No,No-No
31382,0,31382,0,31382,1,31382,0,31382,0,31382,0,31382,0,0,1,0,No,Yes,No-Yes
33145,1,33145,1,33145,1,33145,0,33145,1,33145,0,33145,0,0,1,0,No,Yes,No-Yes
3860,0,3860,0,3860,0,3860,0,3860,0,3860,0,3860,0,0,0,0,No,No,No-No
31057,1,31057,1,31057,1,31057,1,31057,1,31057,1,31057,0,1,1,0,No,Yes,No-Yes
10360,0,10360,0,10360,0,10360,0,10360,0,10360,0,10360,0,0,0,0,No,No,No-No
22194,0,22194,0,22194,0,22194,0,22194,0,22194,0,22194,0,1,1,0,No,Yes,No-Yes
12276,0,12276,0,12276,0,12276,1,12276,0,12276,1,12276,0,1,1,0,No,Yes,No-Yes
21185,0,21185,0,21185,0,21185,0,21185,0,21185,0,21185,0,0,0,0,No,No,No-No
695,0,695,1,695,1,695,1,695,0,695,0,695,0,0,1,0,No,Yes,No-Yes
11510,0,11510,0,11510,0,11510,0,11510,0,11510,0,11510,0,0,0,0,No,No,No-No
30852,0,30852,1,30852,1,30852,0,30852,0,30852,0,30852,0,0,1,0,No,Yes,No-Yes
16668,0,16668,0,16668,0,16668,0,16668,0,16668,0,16668,0,1,1,0,No,Yes,No-Yes
33607,1,33607,1,33607,1,33607,1,33607,1,33607,0,33607,0,1,1,0,No,Yes,No-Yes
23246,0,23246,0,23246,1,23246,0,23246,0,23246,0,23246,0,0,1,0,No,Yes,No-Yes
29532,0,29532,1,29532,1,29532,0,29532,0,29532,0,29532,0,0,1,0,No,Yes,No-Yes
23055,0,23055,1,23055,1,23055,0,23055,0,23055,0,23055,0,0,1,0,No,Yes,No-Yes
5393,0,5393,0,5393,0,5393,0,5393,0,5393,0,5393,0,0,0,0,No,No,No-No
18413,0,18413,0,18413,0,18413,0,18413,0,18413,0,18413,0,1,1,0,No,Yes,No-Yes
11203,0,11203,0,11203,0,11203,0,11203,0,11203,0,11203,0,0,0,0,No,No,No-No
24505,0,24505,0,24505,1,24505,0,24505,0,24505,0,24505,0,1,1,0,No,Yes,No-Yes
21312,0,21312,0,21312,0,21312,0,21312,0,21312,0,21312,0,0,0,0,No,No,No-No
32070,0,32070,1,32070,1,32070,0,32070,0,32070,0,32070,0,1,1,0,No,Yes,No-Yes
5218,0,5218,0,5218,0,5218,0,5218,0,5218,0,5218,0,0,0,0,No,No,No-No
11552,1,11552,1,11552,1,11552,1,11552,1,11552,1,11552,0,0,1,0,No,Yes,No-Yes
14475,0,14475,0,14475,0,14475,0,14475,0,14475,0,14475,0,1,1,0,No,Yes,No-Yes
12855,0,12855,0,12855,0,12855,0,12855,0,12855,0,12855,0,1,1,0,No,Yes,No-Yes
18589,1,18589,0,18589,0,18589,0,18589,1,18589,0,18589,0,0,1,0,No,Yes,No-Yes
36226,1,36226,1,36226,1,36226,1,36226,1,36226,0,36226,0,1,1,0,No,Yes,No-Yes
35477,0,35477,1,35477,1,35477,1,35477,0,35477,1,35477,1,1,1,0,Yes,Yes,Yes-Yes
18243,0,18243,0,18243,0,18243,1,18243,0,18243,1,18243,0,0,1,0,No,Yes,No-Yes
14259,0,14259,0,14259,0,14259,0,14259,0,14259,0,14259,0,1,1,0,No,Yes,No-Yes
25634,0,25634,1,25634,1,25634,1,25634,0,25634,1,25634,0,1,1,0,No,Yes,No-Yes
37604,0,37604,1,37604,1,37604,1,37604,0,37604,1,37604,0,1,1,0,No,Yes,No-Yes
12945,1,12945,1,12945,1,12945,1,12945,1,12945,0,12945,1,0,1,0,Yes,Yes,Yes-Yes
147,0,147,0,147,0,147,0,147,0,147,0,147,0,0,0,0,No,No,No-No
20233,0,20233,0,20233,0,20233,0,20233,0,20233,0,20233,0,0,0,0,No,No,No-No
15606,0,15606,0,15606,1,15606,1,15606,0,15606,0,15606,0,1,1,0,No,Yes,No-Yes
14507,0,14507,1,14507,1,14507,1,14507,0,14507,0,14507,0,0,1,0,No,Yes,No-Yes
31028,1,31028,1,31028,1,31028,1,31028,1,31028,0,31028,0,0,1,0,No,Yes,No-Yes
31359,1,31359,1,31359,1,31359,1,31359,1,31359,1,31359,0,1,1,0,No,Yes,No-Yes
7105,0,7105,0,7105,0,7105,0,7105,0,7105,0,7105,0,0,0,0,No,No,No-No
1571,0,1571,0,1571,0,1571,0,1571,0,1571,0,1571,0,0,0,0,No,No,No-No
17575,0,17575,1,17575,1,17575,1,17575,0,17575,0,17575,0,0,1,0,No,Yes,No-Yes
30629,0,30629,0,30629,0,30629,0,30629,0,30629,0,30629,0,0,0,0,No,No,No-No
9195,1,9195,0,9195,1,9195,0,9195,1,9195,0,9195,1,0,1,0,Yes,Yes,Yes-Yes
29858,0,29858,1,29858,1,29858,1,29858,0,29858,0,29858,0,1,1,0,No,Yes,No-Yes
13703,0,13703,0,13703,0,13703,0,13703,0,13703,0,13703,0,0,0,0,No,No,No-No
2114,0,2114,0,2114,0,2114,0,2114,0,2114,0,2114,1,0,0,1,Yes,No,Yes-No
23822,1,23822,1,23822,1,23822,0,23822,1,23822,0,23822,0,0,1,0,No,Yes,No-Yes
2863,1,2863,1,2863,1,2863,1,2863,1,2863,1,2863,0,0,1,0,No,Yes,No-Yes
7764,1,7764,0,7764,0,7764,0,7764,1,7764,0,7764,0,0,1,0,No,Yes,No-Yes
34548,1,34548,1,34548,1,34548,1,34548,1,34548,1,34548,0,1,1,0,No,Yes,No-Yes
14607,0,14607,0,14607,0,14607,0,14607,0,14607,0,14607,0,0,0,0,No,No,No-No
4275,0,4275,0,4275,0,4275,0,4275,0,4275,0,4275,0,0,0,0,No,No,No-No
17539,1,17539,1,17539,1,17539,1,17539,1,17539,1,17539,0,0,1,0,No,Yes,No-Yes
8499,1,8499,0,8499,0,8499,0,8499,1,8499,1,8499,0,0,1,0,No,Yes,No-Yes
36698,1,36698,1,36698,1,36698,1,36698,1,36698,1,36698,0,1,1,0,No,Yes,No-Yes
25537,0,25537,1,25537,1,25537,0,25537,0,25537,0,25537,0,1,1,0,No,Yes,No-Yes
6377,0,6377,0,6377,0,6377,0,6377,0,6377,0,6377,0,0,0,0,No,No,No-No
13517,0,13517,1,13517,1,13517,1,13517,0,13517,0,13517,1,0,1,0,Yes,Yes,Yes-Yes
7658,0,7658,0,7658,0,7658,0,7658,0,7658,0,7658,0,0,0,0,No,No,No-No
22678,0,22678,1,22678,1,22678,0,22678,0,22678,0,22678,0,0,1,0,No,Yes,No-Yes
33745,0,33745,1,33745,1,33745,1,33745,0,33745,0,33745,0,1,1,0,No,Yes,No-Yes
26688,0,26688,1,26688,1,26688,1,26688,0,26688,0,26688,1,0,1,0,Yes,Yes,Yes-Yes
31285,0,31285,0,31285,0,31285,0,31285,0,31285,0,31285,0,0,0,0,No,No,No-No
4369,1,4369,0,4369,0,4369,0,4369,1,4369,0,4369,0,0,1,0,No,Yes,No-Yes
11001,0,11001,1,11001,0,11001,1,11001,0,11001,0,11001,0,0,1,0,No,Yes,No-Yes
29765,0,29765,0,29765,1,29765,1,29765,0,29765,0,29765,0,1,1,0,No,Yes,No-Yes
12146,0,12146,0,12146,0,12146,0,12146,0,12146,0,12146,0,1,1,0,No,Yes,No-Yes
6767,0,6767,0,6767,0,6767,0,6767,0,6767,0,6767,0,0,0,0,No,No,No-No
7980,0,7980,0,7980,0,7980,0,7980,0,7980,0,7980,0,0,0,0,No,No,No-No
13401,0,13401,1,13401,1,13401,1,13401,0,13401,0,13401,0,1,1,0,No,Yes,No-Yes
23672,0,23672,0,23672,1,23672,0,23672,0,23672,0,23672,1,1,1,0,Yes,Yes,Yes-Yes
12619,0,12619,1,12619,1,12619,1,12619,0,12619,1,12619,0,1,1,0,No,Yes,No-Yes
31981,0,31981,0,31981,1,31981,0,31981,0,31981,0,31981,0,0,1,0,No,Yes,No-Yes
23038,0,23038,1,23038,1,23038,1,23038,0,23038,0,23038,0,0,1,0,No,Yes,No-Yes
10941,1,10941,0,10941,0,10941,0,10941,1,10941,0,10941,0,0,1,0,No,Yes,No-Yes
21743,0,21743,0,21743,0,21743,0,21743,0,21743,0,21743,0,0,0,0,No,No,No-No
33554,0,33554,1,33554,1,33554,1,33554,0,33554,1,33554,1,0,1,0,Yes,Yes,Yes-Yes
36596,1,36596,1,36596,1,36596,1,36596,1,36596,1,36596,1,1,1,0,Yes,Yes,Yes-Yes
6984,0,6984,1,6984,1,6984,1,6984,0,6984,0,6984,0,0,1,0,No,Yes,No-Yes
10402,1,10402,0,10402,0,10402,0,10402,1,10402,0,10402,0,0,1,0,No,Yes,No-Yes
26913,1,26913,1,26913,1,26913,1,26913,1,26913,1,26913,0,1,1,0,No,Yes,No-Yes
36795,1,36795,1,36795,1,36795,1,36795,1,36795,1,36795,0,1,1,0,No,Yes,No-Yes
3047,0,3047,0,3047,0,3047,0,3047,0,3047,0,3047,0,0,0,0,No,No,No-No
31990,0,31990,1,31990,1,31990,0,31990,0,31990,0,31990,0,1,1,0,No,Yes,No-Yes
29579,0,29579,1,29579,1,29579,1,29579,0,29579,1,29579,0,0,1,0,No,Yes,No-Yes
25077,0,25077,0,25077,0,25077,0,25077,0,25077,0,25077,0,0,0,0,No,No,No-No
